,order_book_id,pb,pe_ttm,trade_date
2389,000905.XSHG,2.7038,43.4272,2016-11-11
2390,000905.XSHG,2.7195,43.6809,2016-11-14
2391,000905.XSHG,2.7316,43.8744,2016-11-15
2392,000905.XSHG,2.7333,43.9022,2016-11-16
2393,000905.XSHG,2.7293,43.8374,2016-11-17
2394,000905.XSHG,2.7153,43.6127,2016-11-18
2395,000905.XSHG,2.7202,43.6911,2016-11-21
2396,000905.XSHG,2.7406,44.0183,2016-11-22
2397,000905.XSHG,2.7285,43.8244,2016-11-23
2398,000905.XSHG,2.7249,43.7667,2016-11-24
2399,000905.XSHG,2.7354,43.9354,2016-11-25
2400,000905.XSHG,2.7437,44.0684,2016-11-28
2401,000905.XSHG,2.7237,43.7473,2016-11-29
2402,000905.XSHG,2.7081,43.4974,2016-11-30
2403,000905.XSHG,2.7257,43.78,2016-12-01
2404,000905.XSHG,2.6831,43.0959,2016-12-02
2405,000905.XSHG,2.6702,42.8881,2016-12-05
2406,000905.XSHG,2.6767,42.9924,2016-12-06
2407,000905.XSHG,2.7049,43.4458,2016-12-07
2408,000905.XSHG,2.6943,43.2761,2016-12-08
2409,000905.XSHG,2.6889,43.1883,2016-12-09
2410,000905.XSHG,2.5999,45.4963,2016-12-12
2411,000905.XSHG,2.6136,45.7366,2016-12-13
2412,000905.XSHG,2.5982,45.4669,2016-12-14
2413,000905.XSHG,2.6144,45.7497,2016-12-15
2414,000905.XSHG,2.6311,46.0423,2016-12-16
2415,000905.XSHG,2.6314,46.0473,2016-12-19
2416,000905.XSHG,2.6232,45.9043,2016-12-20
2417,000905.XSHG,2.6431,46.2523,2016-12-21
2418,000905.XSHG,2.6392,46.1836,2016-12-22
2419,000905.XSHG,2.6129,45.7242,2016-12-23
2420,000905.XSHG,2.6183,45.8175,2016-12-26
2421,000905.XSHG,2.6169,45.7941,2016-12-27
2422,000905.XSHG,2.6086,45.6478,2016-12-28
2423,000905.XSHG,2.6012,45.5185,2016-12-29
2424,000905.XSHG,2.6067,45.6159,2016-12-30
2425,000905.XSHG,2.6312,46.0437,2017-01-03
2426,000905.XSHG,2.6653,46.6409,2017-01-04
2427,000905.XSHG,2.6669,46.668,2017-01-05
2428,000905.XSHG,2.6543,46.4486,2017-01-06
2429,000905.XSHG,2.6707,46.7351,2017-01-09
2430,000905.XSHG,2.6628,46.5963,2017-01-10
2431,000905.XSHG,2.6368,46.1412,2017-01-11
2432,000905.XSHG,2.6145,45.7516,2017-01-12
2433,000905.XSHG,2.5825,45.1921,2017-01-13
2434,000905.XSHG,2.5155,44.0193,2017-01-16
2435,000905.XSHG,2.541,44.4656,2017-01-17
2436,000905.XSHG,2.5326,44.4005,2017-01-18
2437,000905.XSHG,2.5208,44.193,2017-01-19
2438,000905.XSHG,2.5531,44.7591,2017-01-20
2439,000905.XSHG,2.5751,45.1351,2017-01-23
2440,000905.XSHG,2.5723,45.0865,2017-01-24
2441,000905.XSHG,2.5802,45.2254,2017-01-25
2442,000905.XSHG,2.5992,45.5578,2017-01-26
2443,000905.XSHG,2.5919,45.4299,2017-02-03
2444,000905.XSHG,2.6136,45.8105,2017-02-06
2445,000905.XSHG,2.6118,45.7784,2017-02-07
2446,000905.XSHG,2.6357,46.1972,2017-02-08
2447,000905.XSHG,2.6529,46.4993,2017-02-09
2448,000905.XSHG,2.658,46.5881,2017-02-10
2449,000905.XSHG,2.6711,46.818,2017-02-13
2450,000905.XSHG,2.6783,46.641,2017-02-14
2451,000905.XSHG,2.6519,46.1817,2017-02-15
2452,000905.XSHG,2.6707,46.5094,2017-02-16
2453,000905.XSHG,2.649,46.1308,2017-02-17
2454,000905.XSHG,2.6815,46.6894,2017-02-20
2455,000905.XSHG,2.7021,47.048,2017-02-21
2456,000905.XSHG,2.7177,47.3185,2017-02-22
2457,000905.XSHG,2.7184,47.3203,2017-02-23
2458,000905.XSHG,2.7195,47.3385,2017-02-24
2459,000905.XSHG,2.6967,46.9484,2017-02-27
2460,000905.XSHG,2.7082,47.1482,2017-02-28
2461,000905.XSHG,2.7132,47.0924,2017-03-01
2462,000905.XSHG,2.699,46.2813,2017-03-02
2463,000905.XSHG,2.7057,46.3792,2017-03-03
2464,000905.XSHG,2.7319,46.8405,2017-03-06
2465,000905.XSHG,2.7363,46.9155,2017-03-07
2466,000905.XSHG,2.7249,46.6429,2017-03-08
2467,000905.XSHG,2.6999,46.1926,2017-03-09
2468,000905.XSHG,2.7033,46.2787,2017-03-10
2469,000905.XSHG,2.7264,46.6201,2017-03-13
2470,000905.XSHG,2.7207,46.5087,2017-03-14
2471,000905.XSHG,2.7159,46.4354,2017-03-15
2472,000905.XSHG,2.7394,46.6433,2017-03-16
2473,000905.XSHG,2.7118,46.1218,2017-03-17
2474,000905.XSHG,2.7179,46.0567,2017-03-20
2475,000905.XSHG,2.7236,45.8263,2017-03-21
2476,000905.XSHG,2.7162,45.6202,2017-03-22
2477,000905.XSHG,2.721,46.1215,2017-03-23
2478,000905.XSHG,2.7275,45.8716,2017-03-24
2479,000905.XSHG,2.7031,45.5382,2017-03-27
2480,000905.XSHG,2.6956,45.412,2017-03-28
2481,000905.XSHG,2.6858,43.4804,2017-03-29
2482,000905.XSHG,2.6407,42.9507,2017-03-30
2483,000905.XSHG,2.644,41.1262,2017-03-31
2484,000905.XSHG,2.682,41.4745,2017-04-05
2485,000905.XSHG,2.6904,41.6047,2017-04-06
2486,000905.XSHG,2.692,41.6673,2017-04-07
2487,000905.XSHG,2.6797,41.0289,2017-04-10
2488,000905.XSHG,2.7042,41.384,2017-04-11
2489,000905.XSHG,2.6814,40.9988,2017-04-12
2490,000905.XSHG,2.6921,41.1633,2017-04-13
2491,000905.XSHG,2.6562,40.5859,2017-04-14
2492,000905.XSHG,2.6044,39.9406,2017-04-17
2493,000905.XSHG,2.5933,39.763,2017-04-18
2494,000905.XSHG,2.5629,39.1044,2017-04-19
2495,000905.XSHG,2.5597,39.0124,2017-04-20
2496,000905.XSHG,2.5338,38.6634,2017-04-21
2497,000905.XSHG,2.4567,37.2792,2017-04-24
2498,000905.XSHG,2.4646,37.3124,2017-04-25
2499,000905.XSHG,2.4665,37.5782,2017-04-26
2500,000905.XSHG,2.4551,37.1814,2017-04-27
2501,000905.XSHG,2.4526,36.1405,2017-04-28
2502,000905.XSHG,2.4193,34.83,2017-05-02
2503,000905.XSHG,2.4128,34.7364,2017-05-03
2504,000905.XSHG,2.4043,34.6137,2017-05-04
2505,000905.XSHG,2.3714,34.1405,2017-05-05
2506,000905.XSHG,2.3266,33.4952,2017-05-08
2507,000905.XSHG,2.3415,33.709,2017-05-09
2508,000905.XSHG,2.2937,33.0219,2017-05-10
2509,000905.XSHG,2.2889,32.9518,2017-05-11
2510,000905.XSHG,2.2845,32.8895,2017-05-12
2511,000905.XSHG,2.2963,33.059,2017-05-15
2512,000905.XSHG,2.3427,33.7266,2017-05-16
2513,000905.XSHG,2.3481,33.8043,2017-05-17
2514,000905.XSHG,2.331,33.5584,2017-05-18
2515,000905.XSHG,2.3307,33.5537,2017-05-19
2516,000905.XSHG,2.2977,33.0789,2017-05-22
2517,000905.XSHG,2.2504,32.3987,2017-05-23
2518,000905.XSHG,2.2643,32.5986,2017-05-24
2519,000905.XSHG,2.2851,32.8976,2017-05-25
2520,000905.XSHG,2.2791,32.8115,2017-05-26
2521,000905.XSHG,2.275,32.7525,2017-05-31
2522,000905.XSHG,2.2302,32.1077,2017-06-01
2523,000905.XSHG,2.2542,32.4523,2017-06-02
2524,000905.XSHG,2.2733,32.7275,2017-06-05
2525,000905.XSHG,2.2843,32.8862,2017-06-06
2526,000905.XSHG,2.3287,33.5258,2017-06-07
2527,000905.XSHG,2.3307,33.5545,2017-06-08
2528,000905.XSHG,2.3372,33.6473,2017-06-09
2529,000905.XSHG,2.3252,32.5178,2017-06-12
2530,000905.XSHG,2.3554,32.9394,2017-06-13
2531,000905.XSHG,2.3502,32.8669,2017-06-14
2532,000905.XSHG,2.3725,33.1783,2017-06-15
2533,000905.XSHG,2.3702,33.1467,2017-06-16
2534,000905.XSHG,2.3887,33.4056,2017-06-19
2535,000905.XSHG,2.3909,33.4362,2017-06-20
2536,000905.XSHG,2.3955,33.5004,2017-06-21
2537,000905.XSHG,2.3626,33.0402,2017-06-22
2538,000905.XSHG,2.369,33.1297,2017-06-23
2539,000905.XSHG,2.4081,33.6758,2017-06-26
2540,000905.XSHG,2.4094,33.6949,2017-06-27
2541,000905.XSHG,2.3979,33.5344,2017-06-28
2542,000905.XSHG,2.4109,33.7153,2017-06-29
2543,000905.XSHG,2.4198,33.8402,2017-06-30
2544,000905.XSHG,2.4342,34.042,2017-07-03
2545,000905.XSHG,2.4224,33.877,2017-07-04
2546,000905.XSHG,2.4394,34.1148,2017-07-05
2547,000905.XSHG,2.4413,34.1407,2017-07-06
2548,000905.XSHG,2.4498,34.2593,2017-07-07
2549,000905.XSHG,2.4435,34.1713,2017-07-10
2550,000905.XSHG,2.4142,33.7613,2017-07-11
2551,000905.XSHG,2.4148,33.7699,2017-07-12
2552,000905.XSHG,2.4198,33.8406,2017-07-13
2553,000905.XSHG,2.4113,33.7122,2017-07-14
2554,000905.XSHG,2.3112,32.3126,2017-07-17
2555,000905.XSHG,2.3358,32.6566,2017-07-18
2556,000905.XSHG,2.3833,33.3199,2017-07-19
2557,000905.XSHG,2.3977,33.5216,2017-07-20
2558,000905.XSHG,2.4072,33.6541,2017-07-21
2559,000905.XSHG,2.4222,33.8265,2017-07-24
2560,000905.XSHG,2.4162,33.7422,2017-07-25
2561,000905.XSHG,2.4135,33.7051,2017-07-26
2562,000905.XSHG,2.4291,33.906,2017-07-27
2563,000905.XSHG,2.441,34.0724,2017-07-28
2564,000905.XSHG,2.4737,34.516,2017-07-31
2565,000905.XSHG,2.4691,34.4243,2017-08-01
2566,000905.XSHG,2.4541,34.2121,2017-08-02
2567,000905.XSHG,2.4594,34.2858,2017-08-03
2568,000905.XSHG,2.4448,34.0624,2017-08-04
2569,000905.XSHG,2.4741,34.6277,2017-08-07
2570,000905.XSHG,2.474,34.6259,2017-08-08
2571,000905.XSHG,2.4877,34.7714,2017-08-09
2572,000905.XSHG,2.4678,34.5279,2017-08-10
2573,000905.XSHG,2.4181,33.7815,2017-08-11
2574,000905.XSHG,2.4694,34.5242,2017-08-14
2575,000905.XSHG,2.4764,34.6125,2017-08-15
2576,000905.XSHG,2.479,34.5609,2017-08-16
2577,000905.XSHG,2.4965,34.6822,2017-08-17
2578,000905.XSHG,2.4893,34.5743,2017-08-18
2579,000905.XSHG,2.5068,34.4789,2017-08-21
2580,000905.XSHG,2.4948,34.1605,2017-08-22
2581,000905.XSHG,2.471,33.8286,2017-08-23
2582,000905.XSHG,2.4513,33.5458,2017-08-24
2583,000905.XSHG,2.4765,33.7808,2017-08-25
2584,000905.XSHG,2.4986,33.7824,2017-08-28
2585,000905.XSHG,2.492,33.6119,2017-08-29
2586,000905.XSHG,2.5059,33.2705,2017-08-30
2587,000905.XSHG,2.5093,33.3687,2017-08-31
2588,000905.XSHG,2.5255,33.6432,2017-09-01
2589,000905.XSHG,2.5434,33.8819,2017-09-04
2590,000905.XSHG,2.5441,33.8908,2017-09-05
2591,000905.XSHG,2.5551,34.038,2017-09-06
2592,000905.XSHG,2.5359,33.7825,2017-09-07
2593,000905.XSHG,2.541,33.8502,2017-09-08
2594,000905.XSHG,2.5684,34.2146,2017-09-11
2595,000905.XSHG,2.566,34.1838,2017-09-12
2596,000905.XSHG,2.5809,34.3817,2017-09-13
2597,000905.XSHG,2.5765,34.3229,2017-09-14
2598,000905.XSHG,2.5577,34.0731,2017-09-15
2599,000905.XSHG,2.5759,34.3147,2017-09-18
2600,000905.XSHG,2.5658,34.1807,2017-09-19
2601,000905.XSHG,2.5864,34.4544,2017-09-20
2602,000905.XSHG,2.5572,34.0658,2017-09-21
2603,000905.XSHG,2.5411,33.8512,2017-09-22
2604,000905.XSHG,2.5103,33.4408,2017-09-25
2605,000905.XSHG,2.5211,33.5854,2017-09-26
2606,000905.XSHG,2.5448,33.9008,2017-09-27
2607,000905.XSHG,2.5417,33.8589,2017-09-28
2608,000905.XSHG,2.557,34.0626,2017-09-29
2609,000905.XSHG,2.5867,34.4588,2017-10-09
2610,000905.XSHG,2.5974,34.6013,2017-10-10
2611,000905.XSHG,2.5861,34.4516,2017-10-11
2612,000905.XSHG,2.5841,34.4247,2017-10-12
2613,000905.XSHG,2.6034,34.6634,2017-10-13
2614,000905.XSHG,2.5673,34.1155,2017-10-16
2615,000905.XSHG,2.5677,34.1204,2017-10-17
2616,000905.XSHG,2.5488,33.8151,2017-10-18
2617,000905.XSHG,2.5243,33.5046,2017-10-19
2618,000905.XSHG,2.5508,33.8421,2017-10-20
2619,000905.XSHG,2.5584,33.8278,2017-10-23
2620,000905.XSHG,2.5518,33.7476,2017-10-24
2621,000905.XSHG,2.5687,33.8744,2017-10-25
2622,000905.XSHG,2.5678,33.7466,2017-10-26
2623,000905.XSHG,2.5387,32.6893,2017-10-27
2624,000905.XSHG,2.4578,30.8368,2017-10-30
2625,000905.XSHG,2.4674,30.8912,2017-10-31
2626,000905.XSHG,2.4511,30.2017,2017-11-01
2627,000905.XSHG,2.4272,29.9072,2017-11-02
2628,000905.XSHG,2.4045,29.6273,2017-11-03
2629,000905.XSHG,2.4369,30.0264,2017-11-06
2630,000905.XSHG,2.4513,30.2035,2017-11-07
2631,000905.XSHG,2.4541,30.2385,2017-11-08
2632,000905.XSHG,2.4716,30.4547,2017-11-09
2633,000905.XSHG,2.4818,30.5796,2017-11-10
2634,000905.XSHG,2.4927,30.7139,2017-11-13
2635,000905.XSHG,2.4724,30.4637,2017-11-14
2636,000905.XSHG,2.4459,30.1377,2017-11-15
2637,000905.XSHG,2.453,30.2247,2017-11-16
2638,000905.XSHG,2.3787,29.309,2017-11-17
2639,000905.XSHG,2.4015,29.5901,2017-11-20
2640,000905.XSHG,2.4109,29.706,2017-11-21
2641,000905.XSHG,2.4037,29.6173,2017-11-22
2642,000905.XSHG,2.3417,28.8535,2017-11-23
2643,000905.XSHG,2.3426,28.8648,2017-11-24
2644,000905.XSHG,2.3132,28.502,2017-11-27
2645,000905.XSHG,2.3516,28.976,2017-11-28
2646,000905.XSHG,2.3596,29.0744,2017-11-29
2647,000905.XSHG,2.3406,28.8395,2017-11-30
2648,000905.XSHG,2.36,29.0787,2017-12-01
2649,000905.XSHG,2.3473,28.9229,2017-12-04
2650,000905.XSHG,2.2949,28.2766,2017-12-05
2651,000905.XSHG,2.3091,28.4521,2017-12-06
2652,000905.XSHG,2.2967,28.2985,2017-12-07
2653,000905.XSHG,2.3225,28.6168,2017-12-08
2654,000905.XSHG,2.2455,28.8085,2017-12-11
2655,000905.XSHG,2.2265,28.5642,2017-12-12
2656,000905.XSHG,2.2439,28.7873,2017-12-13
2657,000905.XSHG,2.2488,28.8499,2017-12-14
2658,000905.XSHG,2.232,28.6349,2017-12-15
2659,000905.XSHG,2.2213,28.4982,2017-12-18
2660,000905.XSHG,2.2395,28.7314,2017-12-19
2661,000905.XSHG,2.2223,28.5107,2017-12-20
2662,000905.XSHG,2.2358,28.6839,2017-12-21
2663,000905.XSHG,2.2383,28.7151,2017-12-22
2664,000905.XSHG,2.2196,28.4752,2017-12-25
2665,000905.XSHG,2.2318,28.6323,2017-12-26
2666,000905.XSHG,2.2153,28.4203,2017-12-27
2667,000905.XSHG,2.226,28.5584,2017-12-28
2668,000905.XSHG,2.2434,28.7811,2017-12-29
2669,000905.XSHG,2.2727,29.1568,2018-01-02
2670,000905.XSHG,2.2929,29.4168,2018-01-03
2671,000905.XSHG,2.3046,29.5669,2018-01-04
2672,000905.XSHG,2.3048,29.5599,2018-01-05
2673,000905.XSHG,2.3157,29.7001,2018-01-08
2674,000905.XSHG,2.3156,29.6992,2018-01-09
2675,000905.XSHG,2.3014,29.5168,2018-01-10
2676,000905.XSHG,2.3065,29.581,2018-01-11
2677,000905.XSHG,2.299,29.4838,2018-01-12
2678,000905.XSHG,2.2492,28.8417,2018-01-15
2679,000905.XSHG,2.2678,29.0801,2018-01-16
2680,000905.XSHG,2.2564,28.9291,2018-01-17
2681,000905.XSHG,2.2654,29.0445,2018-01-18
2682,000905.XSHG,2.2597,28.9711,2018-01-19
2683,000905.XSHG,2.2864,29.314,2018-01-22
2684,000905.XSHG,2.2899,29.3584,2018-01-23
2685,000905.XSHG,2.3016,29.5087,2018-01-24
2686,000905.XSHG,2.2981,29.4641,2018-01-25
2687,000905.XSHG,2.2996,29.4824,2018-01-26
2688,000905.XSHG,2.2738,29.1522,2018-01-29
2689,000905.XSHG,2.2733,29.1463,2018-01-30
2690,000905.XSHG,2.2321,28.617,2018-01-31
2691,000905.XSHG,2.1638,27.7414,2018-02-01
2692,000905.XSHG,2.1707,27.8309,2018-02-02
2693,000905.XSHG,2.1694,27.7996,2018-02-05
2694,000905.XSHG,2.0702,26.5288,2018-02-06
2695,000905.XSHG,2.0717,26.5485,2018-02-07
2696,000905.XSHG,2.0905,26.7883,2018-02-08
2697,000905.XSHG,2.0117,25.7789,2018-02-09
2698,000905.XSHG,2.0636,26.4427,2018-02-12
2699,000905.XSHG,2.0773,26.6077,2018-02-13
2700,000905.XSHG,2.0825,26.4526,2018-02-14
2701,000905.XSHG,2.1241,26.9994,2018-02-22
2702,000905.XSHG,2.1327,27.1081,2018-02-23
2703,000905.XSHG,2.1789,27.696,2018-02-26
2704,000905.XSHG,2.1705,27.5884,2018-02-27
2705,000905.XSHG,2.1737,27.6296,2018-02-28
2706,000905.XSHG,2.196,27.9134,2018-03-01
2707,000905.XSHG,2.1843,27.7783,2018-03-02
2708,000905.XSHG,2.186,27.7962,2018-03-05
2709,000905.XSHG,2.2172,28.1887,2018-03-06
2710,000905.XSHG,2.1945,27.9314,2018-03-07
2711,000905.XSHG,2.2106,28.137,2018-03-08
2712,000905.XSHG,2.2373,28.4768,2018-03-09
2713,000905.XSHG,2.2676,28.8445,2018-03-12
2714,000905.XSHG,2.2526,28.6647,2018-03-13
2715,000905.XSHG,2.2296,28.3733,2018-03-14
2716,000905.XSHG,2.2248,28.3124,2018-03-15
2717,000905.XSHG,2.2122,28.1648,2018-03-16
2718,000905.XSHG,2.2104,28.0712,2018-03-19
2719,000905.XSHG,2.2158,28.1239,2018-03-20
2720,000905.XSHG,2.2003,27.8802,2018-03-21
2721,000905.XSHG,2.188,27.663,2018-03-22
2722,000905.XSHG,2.0761,26.2835,2018-03-23
2723,000905.XSHG,2.1124,26.7838,2018-03-26
2724,000905.XSHG,2.1559,27.2752,2018-03-27
2725,000905.XSHG,2.1304,26.9529,2018-03-28
2726,000905.XSHG,2.1484,27.0043,2018-03-29
2727,000905.XSHG,2.1757,27.3519,2018-03-30
2728,000905.XSHG,2.1703,27.0609,2018-04-02
2729,000905.XSHG,2.1499,26.8035,2018-04-03
2730,000905.XSHG,2.1362,26.7151,2018-04-04
2731,000905.XSHG,2.1323,26.6305,2018-04-09
2732,000905.XSHG,2.1487,26.8345,2018-04-10
2733,000905.XSHG,2.1588,26.9573,2018-04-11
2734,000905.XSHG,2.1446,26.7506,2018-04-12
2735,000905.XSHG,2.1327,26.6222,2018-04-13
2736,000905.XSHG,2.1221,26.5016,2018-04-16
2737,000905.XSHG,2.0813,25.9765,2018-04-17
2738,000905.XSHG,2.1023,26.0381,2018-04-18
2739,000905.XSHG,2.1121,26.1503,2018-04-19
2740,000905.XSHG,2.0684,25.5893,2018-04-20
2741,000905.XSHG,2.0321,24.8823,2018-04-23
2742,000905.XSHG,2.0762,25.3998,2018-04-24
2743,000905.XSHG,2.0741,25.3196,2018-04-25
2744,000905.XSHG,2.0303,24.9128,2018-04-26
2745,000905.XSHG,2.0251,24.7197,2018-04-27
2746,000905.XSHG,1.9867,25.0488,2018-05-02
2747,000905.XSHG,2.0057,25.288,2018-05-03
2748,000905.XSHG,2.0058,25.2888,2018-05-04
2749,000905.XSHG,2.0433,25.7619,2018-05-07
2750,000905.XSHG,2.0523,25.8751,2018-05-08
2751,000905.XSHG,2.0474,25.8134,2018-05-09
2752,000905.XSHG,2.0528,25.8822,2018-05-10
2753,000905.XSHG,2.0365,25.6766,2018-05-11
2754,000905.XSHG,2.0293,25.586,2018-05-14
2755,000905.XSHG,2.0471,25.8095,2018-05-15
2756,000905.XSHG,2.0428,25.7558,2018-05-16
2757,000905.XSHG,2.0329,25.631,2018-05-17
2758,000905.XSHG,2.0408,25.7304,2018-05-18
2759,000905.XSHG,2.0667,26.057,2018-05-21
2760,000905.XSHG,2.074,26.1493,2018-05-22
2761,000905.XSHG,2.0473,25.812,2018-05-23
2762,000905.XSHG,2.0399,25.7186,2018-05-24
2763,000905.XSHG,2.0181,25.4447,2018-05-25
2764,000905.XSHG,2.0104,25.3479,2018-05-28
2765,000905.XSHG,1.9913,25.106,2018-05-29
2766,000905.XSHG,1.9409,24.4708,2018-05-30
2767,000905.XSHG,1.9666,24.7952,2018-05-31
2768,000905.XSHG,1.943,24.4972,2018-06-01
2769,000905.XSHG,1.9431,24.499,2018-06-04
2770,000905.XSHG,1.9748,24.8988,2018-06-05
2771,000905.XSHG,1.9734,24.8805,2018-06-06
2772,000905.XSHG,1.9602,24.7145,2018-06-07
2773,000905.XSHG,1.9374,24.427,2018-06-08
2774,000905.XSHG,1.9133,24.1492,2018-06-11
2775,000905.XSHG,1.9362,24.4375,2018-06-12
2776,000905.XSHG,1.9064,24.062,2018-06-13
2777,000905.XSHG,1.8996,23.976,2018-06-14
2778,000905.XSHG,1.8654,23.5447,2018-06-15
2779,000905.XSHG,1.7528,22.1233,2018-06-19
2780,000905.XSHG,1.7735,22.3838,2018-06-20
2781,000905.XSHG,1.7379,21.9353,2018-06-21
2782,000905.XSHG,1.7619,22.2377,2018-06-22
2783,000905.XSHG,1.7515,22.1065,2018-06-25
2784,000905.XSHG,1.761,22.2266,2018-06-26
2785,000905.XSHG,1.7418,21.9847,2018-06-27
2786,000905.XSHG,1.7222,21.7363,2018-06-28
2787,000905.XSHG,1.7767,22.4246,2018-06-29
2788,000905.XSHG,1.7502,22.0902,2018-07-02
2789,000905.XSHG,1.7678,22.3121,2018-07-03
2790,000905.XSHG,1.7428,21.9962,2018-07-04
2791,000905.XSHG,1.6961,21.407,2018-07-05
2792,000905.XSHG,1.6988,21.4417,2018-07-06
2793,000905.XSHG,1.7378,21.9338,2018-07-09
2794,000905.XSHG,1.7497,22.0838,2018-07-10
2795,000905.XSHG,1.7229,21.746,2018-07-11
2796,000905.XSHG,1.7687,22.3237,2018-07-12
2797,000905.XSHG,1.7796,22.4607,2018-07-13
2798,000905.XSHG,1.7758,22.4127,2018-07-16
2799,000905.XSHG,1.7744,22.3957,2018-07-17
2800,000905.XSHG,1.7615,22.2313,2018-07-18
2801,000905.XSHG,1.7473,22.0529,2018-07-19
2802,000905.XSHG,1.7688,22.3231,2018-07-20
2803,000905.XSHG,1.7821,22.4911,2018-07-23
2804,000905.XSHG,1.8146,22.9015,2018-07-24
2805,000905.XSHG,1.8155,22.9135,2018-07-25
2806,000905.XSHG,1.8035,22.7464,2018-07-26
2807,000905.XSHG,1.796,22.6519,2018-07-27
2808,000905.XSHG,1.7745,22.376,2018-07-30
2809,000905.XSHG,1.7761,22.3959,2018-07-31
2810,000905.XSHG,1.7472,22.0233,2018-08-01
2811,000905.XSHG,1.7086,21.5369,2018-08-02
2812,000905.XSHG,1.6863,21.2419,2018-08-03
2813,000905.XSHG,1.65,20.7607,2018-08-06
2814,000905.XSHG,1.6945,21.321,2018-08-07
2815,000905.XSHG,1.6686,20.9468,2018-08-08
2816,000905.XSHG,1.7106,21.4432,2018-08-09
2817,000905.XSHG,1.7185,21.5453,2018-08-10
2818,000905.XSHG,1.7245,21.5267,2018-08-13
2819,000905.XSHG,1.7189,21.4536,2018-08-14
2820,000905.XSHG,1.6829,21.01,2018-08-15
2821,000905.XSHG,1.6672,20.8043,2018-08-16
2822,000905.XSHG,1.6388,20.3625,2018-08-17
2823,000905.XSHG,1.644,20.3639,2018-08-20
2824,000905.XSHG,1.6647,20.6213,2018-08-21
2825,000905.XSHG,1.6453,20.328,2018-08-22
2826,000905.XSHG,1.6532,20.3863,2018-08-23
2827,000905.XSHG,1.644,20.2481,2018-08-24
2828,000905.XSHG,1.6781,20.617,2018-08-27
2829,000905.XSHG,1.6828,20.8309,2018-08-28
2830,000905.XSHG,1.6697,20.5351,2018-08-29
2831,000905.XSHG,1.6487,20.2015,2018-08-30
2832,000905.XSHG,1.6298,19.9732,2018-08-31
2833,000905.XSHG,1.6345,19.9306,2018-09-03
2834,000905.XSHG,1.6507,20.1284,2018-09-04
2835,000905.XSHG,1.6251,19.816,2018-09-05
2836,000905.XSHG,1.6165,19.7106,2018-09-06
2837,000905.XSHG,1.6175,19.7228,2018-09-07
2838,000905.XSHG,1.5879,19.3628,2018-09-10
2839,000905.XSHG,1.5869,19.3502,2018-09-11
2840,000905.XSHG,1.5838,19.312,2018-09-12
2841,000905.XSHG,1.5937,19.4324,2018-09-13
2842,000905.XSHG,1.5779,19.2397,2018-09-14
2843,000905.XSHG,1.5548,18.9586,2018-09-17
2844,000905.XSHG,1.5823,19.2934,2018-09-18
2845,000905.XSHG,1.6006,19.5175,2018-09-19
2846,000905.XSHG,1.6003,19.513,2018-09-20
2847,000905.XSHG,1.624,19.802,2018-09-21
2848,000905.XSHG,1.6201,19.7546,2018-09-25
2849,000905.XSHG,1.6284,19.8562,2018-09-26
2850,000905.XSHG,1.6095,19.625,2018-09-27
2851,000905.XSHG,1.6244,19.8068,2018-09-28
2852,000905.XSHG,1.5741,19.1936,2018-10-08
2853,000905.XSHG,1.5697,19.1404,2018-10-09
2854,000905.XSHG,1.5688,19.129,2018-10-10
2855,000905.XSHG,1.463,17.8384,2018-10-11
2856,000905.XSHG,1.4555,17.7412,2018-10-12
2857,000905.XSHG,1.4296,17.4271,2018-10-15
2858,000905.XSHG,1.397,17.0292,2018-10-16
2859,000905.XSHG,1.4059,17.1175,2018-10-17
2860,000905.XSHG,1.3682,16.6615,2018-10-18
2861,000905.XSHG,1.4017,17.082,2018-10-19
2862,000905.XSHG,1.4673,17.766,2018-10-22
2863,000905.XSHG,1.4395,17.4269,2018-10-23
2864,000905.XSHG,1.4364,17.3545,2018-10-24
2865,000905.XSHG,1.4325,17.3176,2018-10-25
2866,000905.XSHG,1.4311,17.3265,2018-10-26
2867,000905.XSHG,1.3938,17.1347,2018-10-29
2868,000905.XSHG,1.4064,17.4197,2018-10-30
2869,000905.XSHG,1.4174,17.9506,2018-10-31
2870,000905.XSHG,1.4146,18.4761,2018-11-01
2871,000905.XSHG,1.4602,19.0711,2018-11-02
2872,000905.XSHG,1.46,19.0682,2018-11-05
2873,000905.XSHG,1.4589,19.0547,2018-11-06
2874,000905.XSHG,1.4513,18.9552,2018-11-07
2875,000905.XSHG,1.4408,18.818,2018-11-08
2876,000905.XSHG,1.4368,18.7658,2018-11-09
2877,000905.XSHG,1.4733,19.2425,2018-11-12
2878,000905.XSHG,,,2018-11-13
2879,000905.XSHG,1.4929,19.4991,2018-11-14
2880,000905.XSHG,1.5171,19.8148,2018-11-15
2881,000905.XSHG,1.5296,19.9776,2018-11-16
2882,000905.XSHG,1.5335,20.0293,2018-11-19
2883,000905.XSHG,1.4899,19.4589,2018-11-20
2884,000905.XSHG,1.4956,19.5336,2018-11-21
2885,000905.XSHG,1.4949,19.5241,2018-11-22
2886,000905.XSHG,1.4383,18.7854,2018-11-23
2887,000905.XSHG,1.4357,18.7528,2018-11-26
2888,000905.XSHG,1.4414,18.8273,2018-11-27
2889,000905.XSHG,1.4588,19.0541,2018-11-28
2890,000905.XSHG,1.4284,18.6582,2018-11-29
