,open,close,high,low,volume,total_turnover,SZZSopen,SZZSclose,SZZShigh,SZZSlow,SZZSvolume,SZZStotal_turnover,HS300open,HS300close,HS300high,HS300low,HS300volume,HS300total_turnover,SZCZopen,SZCZclose,SZCZhigh,SZCZlow,SZCZvolume,SZCZtotal_turnover
2011/8/31,4449.678,4430.538,4468.137,4386.63,2442128400,28252287437,2566.529,2567.34,2574.415,2545.096,5916972000,62236266864,2843.993,2846.776,2855.305,2823.77,3210789900,37624544060,11371.249,11397.481,11436.121,11306.283,425560128,7673235530
2011/9/1,4435.333,4395.069,4457.048,4379.095,2280109400,25315425418,2569.799,2556.042,2584.804,2547.855,5729092700,59881555987,2852.386,2834.535,2869.249,2825.956,3011870200,35143727252,11425.106,11352.864,11491.352,11308.947,372715410,6582640726
2011/9/2,4387.301,4344.977,4399.85,4317.64,2096877100,23594982288,2551.556,2528.28,2557.31,2517.618,5443658100,55969022194,2828.839,2803.854,2836.624,2790.769,2931711600,31960598827,11324.011,11228.295,11353.965,11176.039,332149108,5436038036
2011/9/5,4305.438,4238.069,4305.438,4237.444,2101343100,23581468731,2510.1,2478.739,2510.1,2478.195,5503106600,56402274346,2780.834,2743.817,2780.834,2743.383,3200566000,36040312618,11129.366,10954.899,11131.778,10954.899,425342142,6682639844
2011/9/6,4205.087,4204.908,4238.294,4185.796,1728596000,19472179812,2465.565,2470.524,2482.242,2459.543,4922317300,50140331683,2727.749,2723.303,2745.36,2711.071,2971398200,33746805052,10887.588,10778.434,10966.733,10736.334,433142804,7285267446
2011/9/7,4221.987,4306.361,4306.464,4219.85,2348642800,26743455347,2480.941,2516.09,2516.754,2475.218,5966586000,61951469219,2738.789,2779.09,2779.205,2730.055,3326538100,37096662193,10852.085,11011.18,11011.18,10810.913,447573827,6927810592
2011/9/8,4320.53,4260.155,4328.205,4260.138,2232336600,26309396425,2523.962,2498.943,2524.377,2498.113,5527195200,60046842303,2788.832,2756.105,2789.112,2755.799,2683873500,31209441131,11063.013,10933.314,11069.41,10933.314,357107466,5702512914
2011/9/9,4256.48,4233.748,4295.103,4216.421,1818235900,21252333873,2506.969,2497.753,2528.422,2487.145,5125338000,53535159299,2770.153,2751.095,2796.352,2739.62,2707350300,30348131114,10990.505,10892.393,11101.712,10850.501,331092578,5310544880
2011/9/13,4176.302,4164.288,4176.882,4136.969,1806230700,20773031232,2467.73,2471.305,2477.083,2453.796,4993091900,51851701382,2712.443,2720.283,2726.185,2698.66,2671376400,30034340041,10738.604,10775.299,10806.368,10669.469,333805030,5117689244
2011/9/14,4176.037,4212.129,4212.294,4111.119,1900626900,21495194717,2478.586,2484.827,2485.934,2439.372,5406597700,54761652533,2729.256,2733.108,2736.905,2677.127,3042478000,32858416579,10807.619,10822.403,10847.185,10604.644,358159457,5735228441
2011/9/15,4215.371,4215.5,4249.536,4206.876,2038122400,22285381458,2482.859,2479.055,2496.572,2477.651,5600368800,55860904582,2734.552,2729.051,2754.193,2728.905,3117192500,32507109143,10839.577,10848.02,10938.822,10813.198,412457434,6198681708
2011/9/16,4229.003,4214.816,4249.175,4212.293,1765427800,19378096254,2490.177,2482.343,2499.481,2475.758,4798685400,49584868842,2744.218,2733.987,2755.889,2728.995,2755593200,29743911967,10905.595,10878.228,10955.625,10860.053,411105692,5909294965
2011/9/19,4200.475,4131.885,4200.475,4131.315,1779025100,18822800402,2469.6,2437.795,2469.6,2437.165,4874682200,48599667204,2718.318,2679.27,2718.318,2678.795,2909094100,29731416051,10815.796,10657.625,10815.796,10646.494,403034702,5230675922
2011/9/20,4121.035,4151.851,4168.236,4101.698,1771203300,19402482260,2433.721,2447.755,2460.034,2426.703,4626589200,47956372390,2675.043,2689.845,2702.28,2664.1,2559868100,27274347411,10635.471,10679.299,10740.944,10569.194,404417017,5152198264
2011/9/21,4150.817,4275.094,4279.121,4140.343,3021211600,33467301901,2450.116,2512.963,2517.673,2438.852,8668927600,88188034883,2691.701,2771.011,2778.353,2677.349,5619417100,59146487177,10683.287,10991.849,11035.238,10639.416,730391959,10332463597
2011/9/22,4241.42,4151.8,4258.609,4151.124,2749161300,30429889960,2491.212,2443.057,2499.976,2442.462,7469540900,74891290554,2745.146,2685.688,2754.917,2684.94,4710266000,47793334084,10896.613,10660.465,10941.799,10660.465,585669166,7773862842
2011/9/23,4079.06,4117.735,4134.224,4061.826,2324573600,25226448988,2411.833,2433.159,2440.751,2400.141,6730269300,67947197759,2644.294,2669.478,2681.227,2631.425,4259222400,45934334698,10466.035,10538.397,10618.118,10392.914,557476050,8530945785
2011/9/26,4102.608,4051.425,4138.349,4039.548,1974480200,21132705736,2416.226,2393.183,2441.729,2384.64,5742504200,58915927605,2645.245,2610.919,2679.56,2603.108,3917512400,40495022542,10433.109,10328.473,10602.086,10299.354,462184077,6508803405
2011/9/27,4077.227,4068.231,4098.021,4027.714,1927412700,20861058500,2410.991,2415.054,2423.913,2395.164,5523143200,55315102091,2634.925,2637.879,2652.56,2613.423,3502197400,37301310910,10416.897,10448.661,10513.94,10314.53,464376414,7057249052
2011/9/28,4088.779,3999.782,4099.344,3987.269,2029203000,21541146549,2427.289,2392.062,2430.27,2383.396,5575844700,55720881056,2654.83,2610.59,2660.099,2602.63,3416955500,36195919556,10522.355,10369.932,10549.903,10327.53,446034946,6439441196
2011/9/29,3977.135,3871.06,3977.135,3868.939,2206161700,22042635151,2378.423,2365.343,2387.538,2358.572,5919123900,57021447534,2593.559,2588.185,2615.144,2577.286,3709359300,37708584378,10296.694,10287.902,10411.702,10224.725,487566939,6697786442
2011/9/30,3875.023,3856.828,3892.381,3818.246,1675697400,16659136614,2368.398,2359.22,2377.541,2348.217,4881837200,46104608498,2595.582,2581.351,2607.566,2572.193,3205082200,32376678343,10340.038,10292.334,10383.516,10249.777,409889565,5912586751
2011/10/10,3866.855,3832.577,3882.782,3822.277,1375316900,13729538607,2363.078,2344.787,2368.149,2338.685,4174530600,39926413160,2588.349,2557.082,2595.324,2552.284,2832512200,28149902145,10315.964,10170.746,10343.661,10158.411,347111093,4735845847
2011/10/11,3919.441,3817.927,3942.046,3778.518,2001915600,20357003265,2401.738,2348.516,2412.376,2323.412,6397580600,62773516010,2625.163,2551.994,2635.694,2526.649,4502984800,47409892228,10416.608,10065.472,10452.334,9953.125,577055373,8861843146
2011/10/12,3803.959,3950.655,3953.142,3768.106,2700203000,26704928346,2335.488,2420,2421.693,2318.628,9150856800,84438390265,2537.398,2644.758,2647.015,2523.344,6594568000,62822831798,9997.561,10425.931,10444.02,9949.137,811963267,11104065697
2011/10/13,3943.164,4001.853,4009.781,3929.828,2875287900,28973991780,2412.832,2438.79,2439.64,2406.282,8786010600,82192311755,2636.863,2662.601,2672.91,2629.405,6042620100,56631043777,10399.393,10481.84,10564.55,10362.35,713698442,9704843651
2011/10/14,3994.733,3985.193,4004.931,3948.439,2210043600,22765264487,2429.885,2431.375,2437.594,2409.288,6067316000,58276063530,2655.358,2653.782,2665.443,2629.879,3833694800,37326709609,10457.753,10438.261,10500.114,10352.256,469379008,6428990716
2011/10/17,3993.749,3997.121,4024.237,3974.382,2181506500,23179075408,2434.486,2440.402,2452.99,2424.726,5826768200,57704518652,2658.947,2666.951,2687.102,2653.384,3615831500,38101620397,10455.512,10513.489,10588.132,10450.513,469213514,7017937086
2011/10/18,3974.464,3877.024,3974.892,3873.373,2445386900,25484033774,2423.282,2383.485,2425.646,2378.667,7952574400,69338909189,2646.841,2592.209,2651.732,2589.205,3937344800,39453303360,10442.566,10226.927,10469.175,10215.938,535097159,7498460355
2011/10/19,3882.017,3854.169,3898.81,3837.237,1970181500,20646765400,2387.831,2377.512,2401.688,2374.417,5853463700,53173514652,2599.917,2583.081,2617.411,2580.663,3111616600,32114967067,10255.599,10105.74,10304.316,10094.331,513264889,6771563397
2011/10/20,3841.263,3740.469,3841.263,3710.95,2260114400,22251405732,2365.909,2331.366,2368.64,2315.9,6542521500,57867763724,2566.603,2520.532,2570.101,2500.486,3984246200,39409600021,10049.367,9796.234,10049.367,9721.114,569358513,7743133891
2011/10/21,3733.701,3671.695,3743.341,3669.692,1721008400,17468446903,2330.512,2317.275,2340.315,2313.782,4843672500,43725376635,2522.257,2507.877,2538.117,2504.693,2984350300,29090707044,9799.955,9697.212,9857.972,9691.599,398577107,5244946669
2011/10/24,3675.716,3736.765,3736.765,3605.944,2302872200,22517379558,2322.02,2370.333,2371.092,2307.146,7087407100,62971553897,2517.059,2576.669,2581.125,2501.956,4634580100,44056731116,9735.344,9957.622,9977.599,9653.512,623777700,8028840800
2011/10/25,3735.625,3842.978,3850.077,3726.246,3263863700,32561912826,2366.398,2409.672,2414.049,2357.387,9088887600,83635006493,2572.708,2625.425,2633.968,2560.047,5796737500,57533462226,9954.226,10203.4,10241.097,9916.347,878862633,11479493871
2011/10/26,3818.236,3884.39,3921.25,3808.295,3889021400,40003645852,2398.187,2427.48,2448.981,2394.733,10744716800,98578021068,2613.272,2651.652,2679.658,2611.012,7309824000,69534363517,10146.748,10315.748,10418.347,10144.428,973316583,12478397981
2011/10/27,3890.258,3888.992,3927.437,3872.904,3301147900,32383180488,2432.473,2435.614,2449.701,2426.315,8240896100,75098560018,2658.428,2657.478,2672.84,2647.296,4882039100,47403219262,10341.413,10323.288,10400.467,10293.203,592851163,7807447826
2011/10/28,3932.852,3978.8,3978.8,3918.357,4318106800,42493336043,2462.085,2473.41,2483.759,2456.177,11003272100,1.04187E+11,2694.542,2709.017,2729.139,2689.376,7164310500,72908419745,10476.643,10561.993,10637.102,10474.547,1008242675,13805985122
2011/10/31,3975.072,3999.362,4004.385,3963.274,3618261600,37930905371,2470.254,2468.25,2478.307,2455.205,8417256200,81783447175,2704.535,2695.307,2709.317,2680.992,5040711200,52522499085,10546.413,10480.912,10546.413,10415.553,772119269,10706780636
2011/11/1,3963.37,3999.831,4020.457,3950.743,3391698500,35462163942,2450.331,2470.019,2491.355,2445.527,8889241700,85052779138,2672.508,2697.534,2726.088,2669.05,5520665100,56067605452,10389.016,10441.702,10563.472,10364.708,692327775,9915350116
2011/11/2,3937.898,4072.781,4073.122,3919.688,4297387700,45423438969,2437.87,2504.108,2505.121,2433.715,10546820000,1.02083E+11,2658.547,2742.39,2742.938,2653.722,6436158400,65327476275,10291.617,10581.751,10581.751,10233.633,849006008,12003199203
2011/11/3,4085.502,4097.618,4150.039,4085.313,5758645000,62198879528,2510.842,2508.09,2535.24,2507.297,13657632500,1.36306E+11,2752.627,2744.301,2781.039,2743.196,8482076000,90502549983,10618.459,10624.117,10777.766,10618.459,1148551655,16327051089
2011/11/4,4115.097,4131.13,4140.634,4093.924,4211797700,44006590625,2525.244,2528.294,2536.779,2512.904,10187367500,99981183331,2770.572,2763.746,2781.99,2748.978,6195821800,63500868592,10721.484,10699.488,10791.393,10642.505,797496913,11098575629
2011/11/7,4125.02,4114.767,4159.97,4107.558,3247751400,33985131088,2518.898,2509.799,2536.18,2507.615,7886717400,78893506771,2750.991,2736.248,2769.296,2733.168,4537505600,47761935110,10660.148,10591.66,10717.212,10579.421,596651862,8074831379
2011/11/8,4115.769,4057.555,4125.092,4049.811,3057045500,31440826762,2514.259,2503.836,2524.82,2500.02,7867265600,76914038706,2745.059,2727.71,2756.091,2723.693,4788425200,47864912703,10619.409,10541.102,10663.658,10519.257,536273199,7387516664
